,time,x_mean,x_max,x_min,x_std,x_range,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_range,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_range,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean
0,0,-0.001211561458533868,4.564503536916118,-4.441993680603346,1.6209724464127544,9.006497217519463,10.311395572463262,95.83923214288687,25.0,130.15796468152945,-0.002020653595812523,7.389877805838916,-7.126020900092343,2.647114817717692,14.51589870593126,27.595043669250526,294.5115148113541,34.0,268.51228272019546,-0.029770339347225165,8.206800560883725,-8.510190605559501,2.6805591404243954,16.716991166443226,27.451031965613296,298.77208167443024,48.0,289.23323713295343
1,5,0.0006739763377899605,4.561342902920434,-4.297809420030741,1.7173048777897622,8.859152322951175,11.609400368728684,134.246191233837,25.0,153.17929758535266,-0.019218324373109566,7.261012681084604,-7.435200795746795,2.7183354714923915,14.6962134768314,29.12292816632386,251.06808805689704,45.0,309.55170726326685,-0.034920027773843634,8.861724179672088,-8.774705097060833,3.411287798951574,17.63642927673292,45.68700880786103,429.1708409167603,54.0,462.3940441655682
2,10,-0.005233098822390448,4.446933054775591,-4.440613349873534,1.4978184328510085,8.887546404649125,8.825454570205281,73.00507936558158,19.0,118.99841553430984,-0.005437424534658963,7.007466243811921,-7.33077057768408,2.243612003953178,14.338236821496,19.648972848417916,143.48515244867966,41.0,230.78242962590602,0.00904322158305547,7.418453131888467,-8.846762434242095,2.588324460782425,16.26521556613056,24.923750744975155,144.4169530300015,44.0,294.99939993979183
3,15,0.006598912275010834,4.604912445312428,-4.208630259629051,1.3011694579673414,8.81354270494148,6.701955317387404,74.95799061360825,9.0,91.00794191867031,0.03063408316609381,7.02575023901524,-6.9788522968862505,2.3588660728129156,14.00460253590149,21.61105041006041,301.9516260548317,36.0,226.58543018451664,-0.004412665646414542,8.494266161974798,-7.29915521753698,2.4969385135907363,15.793421379511777,23.8618182704862,387.3449353376561,45.0,269.06766587937636
4,20,-0.00806848740460959,4.516828173418474,-4.527467125742391,1.6840550957785858,9.044295299160865,11.05181193083193,112.39766798169781,18.0,157.25874182292466,-0.005680058442737494,6.938906617656791,-7.368784456553818,2.5805520555674324,14.30769107421061,25.99589817343746,265.0381465321627,47.0,304.32276318710166,0.007152810119737301,7.81609734613048,-8.601223527934588,2.908402555848512,16.41732087406507,33.332642814896836,231.2037636981512,55.0,407.40067610371773
5,25,0.006589315903127188,4.495852823672326,-4.396373548623824,1.8288744178862604,8.89222637229615,13.11174525899352,100.17622232630596,32.0,168.13111243599334,0.00726110758201989,7.293886828117498,-7.22687866090369,2.721368185157847,14.520765489021187,29.044255066698863,296.8077923567958,47.0,340.6507760244682,-0.0943700519889281,8.717311349487884,-8.84380282288685,3.665943299536107,17.561114172374737,51.91551612137023,643.2954051798988,58.0,544.1609046343494
6,30,-0.0003656774108822224,4.187735079873316,-4.4798119582616245,1.4974097689004209,8.667547038134941,8.894418248250195,59.17294774725755,19.0,112.20487726487058,-0.013418646192141795,6.681556351771675,-6.578303280273252,2.25954876550985,13.259859632044927,20.108636815963045,222.9571840249422,30.0,221.2928883807209,0.013957808701960452,8.670945306555224,-8.383260573881952,2.640745871128674,17.054205880437173,27.257379297005993,202.67321918946425,50.0,309.45292560326857
7,35,-0.0010697730164099712,4.477729091509913,-4.287825091098098,1.37748332003462,8.76555418260801,7.5254387602063115,73.16384958393938,12.0,93.87983573903696,-0.00602734462218968,7.4318895609636035,-6.953739388009808,2.286100714799542,14.385628948973412,20.679460373161458,121.59219419034044,45.0,240.90145522661606,0.020498427121825622,7.713441957385376,-7.554189578148957,2.7360131597138477,15.267631535534333,29.466516394238255,252.52439066882783,53.0,325.5071671870164
8,40,0.005584306080441635,4.530380181164358,-4.441421759322558,1.5517912901956763,8.971801940486916,9.391677263322979,151.40241609074636,16.0,126.81847556784209,-0.03307459927424312,7.138790990849229,-7.429789426722497,2.7814313833473165,14.568580417571726,30.561424483907,729.1074058409738,40.0,306.6276122747667,-0.022507787043367908,8.8460483917274,-8.864649997131348,3.0173523733176575,17.71069838885875,35.62390615169753,528.474993677757,49.0,367.31716267794997
9,45,-0.012519974173081861,4.568277173727827,-4.570991436840911,1.7391742998567983,9.139268610568738,11.981725706518036,87.45653899003008,22.0,155.51248247770968,0.01903105393845623,7.392502679650121,-7.187376727232287,2.971143390395495,14.579879406882409,34.573789198435875,291.7326359377004,50.0,378.2992285943787,-0.03022609283973485,8.7732805235852,-8.626551685954585,3.4079904720409226,17.399832209539785,45.024246487622875,359.45971376386706,55.0,494.7581055387852
10,50,-0.001670585882262777,4.3581974466827305,-4.511571335146316,1.3576940901967454,8.869768781829046,7.294763952012824,57.808591437096126,12.0,98.13667351224052,0.007933376424036435,6.609990572052515,-6.775277021315249,2.4105875814547337,13.385267593367765,23.009930033145686,182.8799174304519,42.0,269.1062649201195,0.0024475471523399727,7.606102657904283,-7.275950513920176,2.139102242690506,14.88205317182446,18.046853573250107,133.83525334133995,38.0,211.02719458978356
